GPU,Score,Price
Radeon HD 7660G + 7600M Dual,832,0.0
GeForce GT 730,831,109.99
Intel HD 5200,830,0.0
Radeon R7 FX-8800P,830,0.0
GRID M60-0Q,827,0.0
Radeon R7 PRO A10-8770E,827,0.0
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",825,0.0
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824,0.0
Radeon HD 3850 X2,822,0.0
Radeon HD 7540D + 7500 Dual,822,0.0
Radeon R7 A8-7680,821,0.0
Radeon HD 7670,821,0.0
Radeon HD 8650G + HD 7600M Dual,820,0.0
Radeon HD 8550G + HD 8750M Dual,819,0.0
Radeon R7 M260DX,817,0.0
Radeon R7 A10 Extreme Edition,816,0.0
GeForce GT 730M,815,0.0
Radeon R9 M280X,814,0.0
Radeon HD 8670D + 7000 Dual,812,0.0
GeForce GT 445M,811,0.0
Radeon Ryzen 3 3250U,808,0.0
Radeon 535DX,807,0.0
Mi Pad 5 Adreno 640 GPU,806,0.0
Radeon R7 PRO A10-9700,806,0.0
Radeon Vega 3 Ryzen 3 3250U,805,0.0
Radeon HD 8550G + 8600/8700M Dual,803,0.0
Radeon R5 M435,802,0.0
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",800,0.0
Radeon HD 8650G + HD 8790M Dual,800,0.0
Quadro FX 3800,799,259.13
Radeon HD 6800M,799,0.0
GeForce 9800 GX2,798,195.0
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796,0.0
Radeon HD 5670,796,67.0
Radeon HD 8550G + 8750M Dual,796,0.0
Radeon R8 M445DX,796,0.0
GeForce GT 740M,791,0.0
Radeon R7 A10-7700K,788,0.0
A40-6Q,787,0.0
Radeon HD 8650G + 8750M Dual,787,0.0
Quadro K1000M,786,69.95
Radeon R7 A8-7600,784,0.0
GeForce 825M,784,0.0
Quadro 2000M,783,229.74
Radeon R7 PRO A6-9500 2C+6G,781,0.0
Radeon R7 A365,781,0.0
Radeon RX Vega 6 Ryzen 3 3200U,781,0.0
Radeon HD 8650G + HD 8750M Dual,779,0.0
Radeon HD 7660G + HD 7700M Dual,777,0.0
Radeon HD 7640G + 7500M/7600M Dual,776,0.0
Radeon HD 7600M + 7600M Dual,773,0.0
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,0.0
Mobility Radeon HD 5000,773,0.0
Radeon R7 A10-8850,773,0.0
GeForce GT 440,773,225.0
GeForce 730A,772,0.0
Radeon Vega 3 Ryzen Embedded R1505G,772,0.0
Radeon R5 PRO A6-9500E 2C+4G,771,0.0
Radeon HD 4810,769,0.0
GeForce 9800 GTX,769,74.99
Radeon R7 M365X,768,0.0
Radeon R7 PRO A10-8750B,768,0.0
Radeon R7 M270,767,0.0
Radeon HD 8650G + HD 8600/8700M Dual,764,0.0
Mobility Radeon HD 5850,763,0.0
Radeon HD 6450 + 8470D Dual,763,0.0
Radeon HD 7660G + HD 7500/7600 Dual,760,0.0
Quadro K420,760,269.0
Radeon HD 7660G + HD 8500M Dual,758,0.0
Radeon HD 8650G + HD 8600M N HD 8600M Dual,758,0.0
Radeon HD 7660G + 7700M Dual,757,0.0
Quadro 1100M,755,0.0
Radeon HD 7640G + 7450M Dual,754,0.0
Radeon HD 6650M,754,0.0
Radeon HD 8570D + HD 7000 Dual,753,0.0
Intel UHD Graphics 615,753,0.0
IncrediblE HD 4600,750,0.0
Radeon HD 7730M,750,0.0
Radeon M535DX,750,0.0
Radeon HD 7640G + 7650M Dual,747,0.0
Radeon HD 8730M,747,0.0
Radeon HD 7660G + HD 8600/8700M Dual,747,0.0
Radeon HD 8670D + R5 330 Dual,746,0.0
Radeon HD 7660G + 7610M Dual,746,0.0
Quadro K600,745,60.24
Intel Iris 5100,744,0.0
Radeon R5 235 + HD 7560D Dual,744,0.0
Radeon HD 7660G + 7670M Dual,743,0.0
GeForce GT 730A,743,0.0
Radeon HD 8650G + 7600M Dual,742,0.0
Radeon R7 A12-9720P RADEON,742,365.48
Radeon R7 A12-9700P RADEON,741,435.92
Radeon R7 FX-9800P RADEON,740,530.0
Intel Poison Ivy,739,0.0
GeForce GT 340,738,52.99
Radeon HD 7670M + 7670M Dual,738,0.0
Radeon R5 235 + HD 8570D Dual,738,0.0
Radeon R5 A10-9620P 4C+6G,732,0.0
Radeon R7 PRO A8-8650B,729,0.0
Radeon HD 6670,729,68.99
Radeon HD 7550M/7650M,729,0.0
GRID K140Q,728,0.0
GeForce 920M,727,0.0
Radeon R7 A8-7650K,726,0.0
Intel HD 615,725,0.0
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,723,0.0
Radeon HD 8650G + R5 M200 Dual,723,0.0
Asus GTX 650 FML II EC-EGPU,721,0.0
Mobility Radeon HD 4870,720,0.0
Quadro K610M,720,240.0
Radeon HD 7540D + 6570 Dual,720,0.0
Radeon R7 A10-7800,719,0.0
Radeon HD 8670D + HD 7000 Dual,719,0.0
Intel UHD Graphics 610,718,0.0
Radeon HD 8470D + 6450 Dual,717,0.0
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",717,0.0
Radeon Athlon Gold 3150U,716,0.0
Radeon HD 8650G + HD 8570M Dual,716,0.0
Radeon Vega 3 Athlon 320GE,715,0.0
"Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4",712,0.0
Radeon HD 7660G + HD 8670M Dual,711,0.0
Radeon HD 3870 X2,709,0.0
Radeon HD 6550A,708,0.0
Radeon HD 7660G + HD 7670M Dual,707,0.0
NVS 510,707,143.26
Radeon HD 7640G + 7600M Dual,706,0.0
Radeon HD 7660G N HD 7660G + HD 7670M Dual,705,0.0
Radeon HD 7640G + HD 7600M Dual,704,0.0
Radeon R7 PRO A12-9800B,702,0.0
TRINITY DEVASTATOR MOBILE,699,0.0
Radeon HD 7570M/HD 7670M,699,0.0
Radeon R5 PRO A10-8730B 4C+6G,695,0.0
Intel HD 610,693,0.0
Radeon R5 PRO A6-9500B 2C+4G,693,0.0
Radeon HD 7640G + 7700M Dual,691,0.0
Radeon R5 PRO A6-8530B 2C+4G,690,0.0
Radeon HD 7640G + 8600/8700M Dual,689,0.0
Radeon Athlon Silver 3050U,687,0.0
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",687,0.0
Radeon HD 8650G + R5 M230 Dual,686,0.0
Radeon HD 6630M,685,0.0
Radeon R5 A6-7480,684,0.0
GeForce GT 630,681,147.01
GRID P40-3Q,681,0.0
GeForce GT 640M LE,680,849.99
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,680,0.0
Radeon HD 7640G N HD 7640G + HD 7670M Dual,680,0.0
GeForce GTS 160M,679,0.0
GeForce GT 530,678,49.0
Radeon HD 7640G + HD 8670M Dual,677,0.0
Radeon HD 8610G + R5 M200 Dual,676,0.0
Quadro FX 4700 X2,676,0.0
Radeon R8 M535DX,670,0.0
Radeon R7 PRO A10-9700B,670,0.0
GeForce GT 740A,668,0.0
Radeon R7 A8 PRO-7600B,666,0.0
Radeon HD 7640G + HD 8500M N HD 8500M Dual,666,0.0
FirePro M7740,665,0.0
GeForce GT 555M,665,177.2
Radeon HD 8550G + 8690M Dual,664,0.0
Radeon R7 M340,663,0.0
FireGL V7700,660,69.99
Radeon HD 2900 XT,660,0.0
Radeon R5 PRO A8-9600B 4C+6G,659,0.0
GeForce GT 140,658,0.0
GeForce GTS 360M,656,0.0
Radeon HD 7640G + 8750M Dual,655,0.0
Radeon HD 8550G + HD 8600/8700M Dual,655,0.0
Radeon HD 8650G + 8570M Dual,654,0.0
Radeon HD 7520G + HD 8750M Dual,651,0.0
GRID K1,651,395.0
GeForce GTX 285M,650,0.0
SUMO 9640,650,0.0
Radeon R5 M430,649,0.0
FireStream 9170,647,0.0
Radeon HD 6670 + 6670 Dual,647,0.0
Radeon HD 5600/5700,647,0.0
FirePro V3900,646,238.44
Radeon HD 8610G + HD 8500M Dual,646,0.0
Radeon HD 7640G + 7670M Dual,645,0.0
Radeon HD 7540D + HD 6450 Dual,643,0.0
GeForce 8800 Ultra,643,0.0
Radeon R5 PRO A6-8570E 2C+4G,638,0.0
Radeon HD 7640G + 7400M Dual,637,0.0
Radeon HD 8450G + 8750M Dual,637,0.0
GeForce 9800 S,636,0.0
Qualcomm Adreno 680 GPU,636,0.0
Radeon HD 8650G + 8670M Dual,635,0.0
Intel HD P4600/P4700,635,0.0
Radeon HD 8650G + HD 7670M Dual,634,0.0
Radeon HD 7660D + HD 7000 Dual,634,0.0
Radeon HD 7610M,632,0.0
GeForce GT 710,631,249.99
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",631,0.0
NVS 5400M,631,0.0
Radeon HD 7640G + HD 7700M N HD 7700M Dual,631,0.0
Radeon HD 7660G + 7470M Dual,631,0.0
Intel HD 515,631,0.0
Radeon R7 A360,630,0.0
Radeon HD 8510G + HD 8500M Dual,630,0.0
GeForce GT 735M,629,0.0
Intel HD 4600,629,0.0
GRID K160Q,628,0.0
Radeon HD 2900 PRO,628,0.0
Radeon HD 7640G + 7500/7600 Dual,627,0.0
Radeon HD 8650G + 8500M Dual,627,0.0
Intel HD 510,627,0.0
Radeon HD 7570,627,102.49
Radeon HD 7520G + HD 8600/8700M Dual,624,0.0
GeForce 810A,622,0.0
Radeon HD 7640G + HD 7400M Dual,621,0.0
Radeon HD 8570 + 8670D Dual,620,0.0
Radeon HD 8550G + R5 M200 Dual,619,0.0
Radeon R5 A10-9600P 4C+6G,619,0.0
Radeon HD 8550G + 8600M Dual,618,0.0
Radeon HD 7500G + 7500M/7600M Dual,617,0.0
FireGL V7600,616,0.0
GeForce 720A,614,0.0
Radeon R6,614,0.0
Radeon HD 8650G + 8600M Dual,613,0.0
Radeon Vega 3 Athlon Gold 3150U,613,0.0
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,612,0.0
GeForce GT 720,611,99.99
7900 MOD - Radeon HD 6520G,610,0.0
Quadro K510M,610,0.0
Radeon HD 8610G + 8500M Dual,610,0.0
GeForce 9800 GTX/9800 GTX+,608,89.99
Radeon HD 7640G + HD 8500M Dual,607,0.0
Radeon HD 8650G + HD 8600M Dual,606,0.0
Quadro FX 3800M,606,0.0
Radeon R6 M255DX,605,0.0
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605,0.0
Intel HD P4600,605,0.0
Radeon Vega 3 3020e,605,0.0
GeForce GTS 250,604,69.99
Radeon HD 8550G + 8500M Dual,603,0.0
GeForce GT 430,601,139.99
GeForce GT 720A,601,0.0
Radeon HD 8610G + 8670M Dual,600,0.0
Radeon R8 M365DX,600,0.0
Radeon R7 PRO A12-8800B,597,0.0
Matrox C420 LP PCIe x16,597,0.0
Radeon HD 8510G + 8500M Dual,596,0.0
Radeon R5 M330,596,0.0
Radeon HD 7640G + 7470M Dual,595,0.0
Radeon R7 PRO A12-8830B,594,0.0
Radeon HD 8550G + HD 8600M Dual,594,0.0
Surface Duo Adreno 640 GPU,592,0.0
Qualcomm Adreno 7c+ Gen 3,592,0.0
GeForce 910M,591,0.0
Radeon HD 7520G + 7600M Dual,591,0.0
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",590,0.0
GeForce 8800 GTX,590,119.99
Radeon HD 7640G + HD 7700M Dual,589,0.0
Radeon HD 8610G + 8600M Dual,589,0.0
Radeon HD 7520G + 7610M Dual,588,0.0
Radeon HD 7660G + 7400M Dual,588,0.0
Radeon HD 7660G + 8670M Dual,588,0.0
Radeon HD 7640G + HD 8600/8700M Dual,587,0.0
Radeon R5 A6-8500P,587,0.0
Intel HD 5500,586,0.0
Radeon HD 7640G + 8500M Dual,586,0.0
Radeon HD 8650G + HD 8670M Dual,585,0.0
GeForce GT 550M,583,0.0
Radeon R7 A8-7A8-7600,583,0.0
Radeon HD 7520G + 7500/7600 Dual,582,0.0
GeForce GT 820M,580,0.0
Radeon HD 8550G + 8670M Dual,579,0.0
Radeon HD 8450G + R5 M230 Dual,578,0.0
Radeon HD 8610G + HD 8670M Dual,578,0.0
GeForce GTS 240,577,64.99
Radeon HD 7620G + 8670M Dual,577,0.0
Intel Skylake HD DT GT2,577,0.0
Radeon R5 A240,576,0.0
GeForce GTX 280M,576,0.0
GeForce 8800 GTS 512,575,0.0
Radeon HD 7520G + HD 7700M Dual,575,0.0
Radeon R5 420,575,39.95
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,575,0.0
Radeon HD 8450G + HD 8670M Dual,575,0.0
Intel HD 5000,573,625.0
Intel i gfx-driver-ci-master-9938 DCH-I,573,0.0
Radeon HD 7650A,573,262.0
Quadro 1000M,571,54.5
Quadro 500M,571,275.14
Radeon R7 M360,571,0.0
Radeon R6 + R7 M265DX Dual,571,0.0
GeForce GTS 250M,569,0.0
Radeon HD 7560D + 6450 Dual,569,0.0
Radeon HD 8550D,567,0.0
GeForce GT 635M,566,0.0
Radeon HD 6610M,565,0.0
Radeon R7E,565,0.0
Radeon HD 7560D + R5 235 Dual,563,0.0
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",562,0.0
Radeon HD 7640G + R5 M200 Dual,559,0.0
Radeon HD 6570,559,64.99
Radeon HD 8550G + HD 8500M Dual,559,0.0
Radeon HD 7640G + 8670M Dual,558,0.0
Radeon HD 7640G + 8570M Dual,558,0.0
Radeon HD 3870,557,69.99
GeForce 820A,556,0.0
Radeon Athlon PRO 3045B,555,0.0
GeForce 9800M GS,555,0.0
GF117,554,0.0
Radeon Vega 3 Athlon Silver 3050e,552,0.0
Radeon R7 7850A10-7850K,551,0.0
FireGL V8650,550,298.99
Radeon R5 M335,549,0.0
Mobility Radeon HD 3870,548,0.0
FirePro 3D V5700,547,319.99
Radeon HD 8550G + HD 8670M Dual,546,0.0
GeForce 615,546,0.0
Radeon HD 8450G + 8600M Dual,545,0.0
FirePro 3D V7750,545,350.0
Radeon HD 7520G + HD 7400M Dual,545,0.0
Radeon HD 7600G + HD 8670M Dual,544,0.0
Radeon R7 M265,543,0.0
Quadro FX 2700,543,0.0
Radeon HD 7520G + 7470M Dual,543,0.0
GeForce GT 435M,543,0.0
GeForce GT 630M,542,0.0
Qualcomm Adreno 675 GPU,540,0.0
Radeon HD 8650G,540,0.0
Mobility Radeon HD 5570,539,0.0
Radeon R6 PRO A10-8700B 4C+6G,538,0.0
Quadro 600,538,76.0
Radeon HD 7560D + HD 7000 Dual,534,0.0
Radeon R6 A10-8700P,534,0.0
GRID K180Q,534,0.0
Radeon HD 8670D,533,0.0
Radeon HD 8550G + 8570M Dual,533,0.0
Radeon R5 M255,532,0.0
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",532,0.0
Radeon R6 PRO A8-8600B 4C+6G,532,0.0
RADEON HD6530D,532,0.0
Radeon R5 240,530,85.0
Radeon HD 8550G + HD 8570M Dual,529,0.0
Radeon HD 7640G + 6400M Dual,527,0.0
Radeon HD 7600G N HD 7600G + HD ON HD Dual,526,0.0
Quadro FX 5600,525,295.0
Radeon HD 7660D + R5 235 Dual,524,0.0
GeForce GT 425M,524,0.0
Radeon HD 7660G + HD 7600M Dual,523,0.0
Radeon HD 7520G + 7670M Dual,523,0.0
Intel HD 4400,521,0.0
MCT USB3.0 External Device,520,0.0
Radeon HD 8670M,520,0.0
Radeon HD 7640G + HD 7670M Dual,519,0.0
Radeon 6600M,518,0.0
IncrediblE HD 4000,517,0.0
Intel HD P4000,516,0.0
GeForce GT 240,516,160.97
NVS 5200M,515,0.0
Radeon R5 330,513,339.99
Mobility Radeon HD 4830,512,0.0
Radeon HD 7640G + 7610M Dual,510,0.0
Radeon HD 7600G + HD 7550M Dual,509,0.0
Radeon HD 7620G + 8600M Dual,509,0.0
Radeon R5 PRO A6-8500B 2C+4G,508,0.0
Radeon HD 7620G + HD 8670M Dual,507,0.0
GeForce 9800 GTX+,507,0.0
Radeon Vega 2,506,0.0
GeForce GTS 150M,504,0.0
GeForce 820M,504,0.0
Radeon HD 8450G + HD 8750M Dual,504,0.0
Radeon HD 7660D,502,0.0
Mobility Radeon HD 5730,499,0.0
Radeon R7 M265DX,499,0.0
TRINITY SCRAPPER MOBILE,498,0.0
SUMO 964A,498,0.0
Radeon HD 7500G + 7550M Dual,497,0.0
ASUS EAH4870x2,496,0.0
Radeon HD 7520G + HD 7670M Dual,495,0.0
GeForce 8800 GT,494,69.99
GeForce 9600 GT,492,64.99
Radeon R7 M260,491,799.0
Radeon HD8530M,490,0.0
Radeon HD 8690A,490,0.0
Radeon HD 8670D N HD 8670D + HD 8670D Dual,489,0.0
Radeon R5 M420,488,0.0
Radeon HD 8550G + R5 M230 Dual,488,0.0
Radeon R4E,487,0.0
Radeon HD 7520G + 7400M Dual,487,0.0
GeForce GT 540M,484,87.95
Radeon HD 5570,483,179.99
Radeon HD 8610G + HD 8600M Dual,481,0.0
Quadro K500M,480,0.0
Mobility Radeon HD 5000 Serisi,479,0.0
Mobility Radeon HD 3870 X2,478,0.0
Radeon HD 7600G + HD 7500M/7600M Dual,477,0.0
GeForce 800A,477,0.0
GeForce GT 625M,476,0.0
Radeon HD 7660G,476,0.0
GeForce 710A,475,0.0
Radeon R6 A8-8600P,475,0.0
Radeon HD 8450G + 8670M Dual,475,0.0
Radeon HD 7640G + HD 8570M Dual,475,0.0
Radeon HD 7670M,474,629.99
Radeon R5 M315,474,0.0
"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",472,0.0
FirePro 3D V3800,472,149.99
Radeon HD 8570D + R5 235 Dual,471,0.0
Quadro FX 3600M,467,0.0
Quadro FX 1800M,467,0.0
GeForce 9800 GT,467,74.99
SUMO 9644,466,0.0
Radeon HD 7660D + 7470 Dual,466,0.0
Radeon 3020e,465,0.0
Radeon HD 7550M,465,0.0
FirePro V5700,465,188.06
GeForce GT 720M,463,0.0
GeForce 710M,463,0.0
Mobility Radeon HD 4670,463,0.0
GeForce 8800M GTX,462,0.0
Radeon HD 7560D,462,0.0
Radeon HD 7640G,461,0.0
Radeon HD 7660G + HD 7600M N HD 7600M Dual,460,0.0
GeForce GT 525M,459,0.0
Intel HD Family,458,0.0
GeForce 800M,457,0.0
GeForce GT625M,457,0.0
Quadro FX 3700M,456,925.0
GeForce 705M,456,0.0
GeForce 9800M GTX,454,328.5
Radeon HD 7520G + 7650M Dual,453,0.0
Radeon HD 8450G + HD 8600M Dual,452,0.0
GeForce GT 320,452,32.69
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,452,0.0
Mobility Radeon HD 5650,450,0.0
Radeon HD 7520G + HD 7600M Dual,447,0.0
Radeon HD 7660G + 8600M Dual,446,0.0
PHDGD Ivy 5,445,0.0
GeForce GT 710M,444,0.0
Radeon HD 7620G + HD 8600M Dual,443,0.0
Radeon HD 7650M,442,0.0
Quadro 410,441,129.0
Radeon R5 M320,440,0.0
GeForce GT 620M,439,0.0
Radeon HD 8570D,439,0.0
Radeon HD 7600G + HD Dual,435,0.0
Radeon HD 8410G,435,0.0
Radeon HD 3850 AGP,432,0.0
Quadro FX 4600,431,333.25
Radeon HD 7570M,429,0.0
Radeon HD 8570M,428,0.0
Radeon HD 8610G,428,0.0
GeForce GT 420,428,155.0
Radeon R5 M240,425,0.0
FirePro M2000,424,0.0
Radeon HD 7640G + HD 7500/7600 Dual,424,0.0
Radeon HD 7600G + 7550M Dual,423,0.0
RADEON HD6410D,423,0.0
Radeon HD 7640G N HD 7640G + HD 8570M Dual,423,0.0
Radeon R7 Eng Sample: ZM2111C1Y4382_34/21/13/06_98,422,0.0
GeForce 8800 GTS,422,79.99
Quadro FX 2800M,421,190.0
Intel 4th Generation Haswell HD,420,0.0
GeForce GT 420M,417,0.0
Radeon R5 M230,414,0.0
Radeon HD 8500M,412,0.0
GeForce 810M,410,0.0
Radeon HD 8550G,409,0.0
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",408,0.0
GeForce GTS 350M,408,0.0
Radeon HD 7470M,408,0.0
Radeon HD 7640G + HD 7600M N HD 7600M Dual,407,0.0
Radeon HD 7600G + 7500M/7600M Dual,406,0.0
RADEON E4690,405,0.0
Radeon HD 6550D,403,0.0
Mobility Radeon HD 4650,401,0.0
GeForce 9800M GTS,401,0.0
GeForce GT 330,401,39.99
Quadro FX 1800,399,135.0
Radeon HD 3850,397,0.0
Radeon HD 8650D,396,0.0
Radeon R5 Opteron X3216,394,0.0
GeForce GT 335M,392,0.0
Radeon HD 7600G + 7450M Dual,390,0.0
Intel HD 5300,390,0.0
IncrediblE HD,389,0.0
GeForce 7900 GTX,388,0.0
GeForce 8800M GTS,382,0.0
GeForce 9800M GT,381,0.0
GeForce GT 130,381,151.34
Quadro FX 3700,381,213.27
Radeon HD 4670,380,142.96
GeForce GTX 260M,379,0.0
Radeon HD 6490M,378,1193.03
Quadro FX 2700M,377,99.95
Radeon HD 7520G + 8750M Dual,377,0.0
Radeon HD 7600G + 6400M Dual,377,0.0
PHDGD Ivy 4,375,0.0
Radeon HD 8570D + HD8490 Dual,374,0.0
Radeon HD 5550,371,54.99
Intel UHD Graphics 605,370,0.0
GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,369,0.0
GeForce GT 620,369,154.0
Matrox Millennium P690 PCIe x16,367,0.0
Radeon HD4670,366,0.0
Mobility Radeon HD 3850,366,0.0
Radeon HD 8510G,365,0.0
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,365,0.0
Radeon HD 8450G,364,0.0
Radeon 3015e,364,0.0
Radeon HD 7660G + HD 8600M Dual,364,0.0
Radeon HD 8470D,363,0.0
Radeon HD 7620G,360,0.0
Radeon Vega 3 Ryzen Embedded R1305G,359,0.0
Radeon HD 7500G + HD 7500M/7600M Dual,356,0.0
Radeon HD 6480M,353,0.0
Mobility Radeon HD 565v,353,0.0
Intel HD 505,352,0.0
Radeon HD 6620G,352,0.0
Radeon HD 7580D,351,0.0
GeForce 7950 GT,344,203.99
Intel HD 4000,344,1592.95
Radeon R5 235,342,60.13
FirePro 3D V3750,341,50.88
FireGL V5600,341,225.0
Radeon HD 8310E,341,0.0
Radeon HD 7660D + HD 7400 Dual,340,0.0
GeForce GT 625,338,0.0
Radeon HD 8570D + HD 8470 Dual,338,0.0
Radeon HD 6530D,337,0.0
FirePro RG220,335,650.18
GeForce GT 705,335,296.76
Radeon HD 7600G + 8500M/8700M Dual,334,0.0
Radeon R4,333,396.99
Radeon R5 310,332,499.0
Radeon HD 7540D,331,0.0
GeForce 8800 GS,330,0.0
GeForce 9600 GSO 512,330,0.0
Radeon HD 7450M,330,0.0
Radeon HD 7600G + HD 7400M Dual,329,0.0
GeForce 9600 GSO,327,49.99
GeForce GT 120 / 9500 GT,325,0.0
Intel UHD Graphics 600,324,0.0
Radeon E6460,324,0.0
GeForce GT 230,323,43.99
FirePro V3800,321,124.99
RADEON HD6370D,320,0.0
GeForce 240M GT,320,0.0
Mobility Radeon HD 560v,318,0.0
GeForce 605,318,136.83
Radeon HD 7520G,315,0.0
Radeon HD 8370D,314,0.0
Radeon HD 7520G + 8600/8700M Dual,311,0.0
Radeon HD 7600G,309,0.0
Radeon HD 7420G,309,0.0
GeForce GT 520,307,304.0
Quadro FX 3500M,306,99.99
GeForce GT 610,305,139.99
Radeon HD 8350G,304,0.0
Radeon R3,303,0.0
Microsoft Basic Display Adapter Ryzen 5 5600G,302,0.0
Radeon HD 7500G,301,0.0
Radeon R1E,301,0.0
NVS 315,300,69.99
Intel HD 500,299,0.0
Radeon HD 6520G,298,0.0
Radeon R5E,296,0.0
GRID K120Q,293,0.0
GeForce 9600M GT / GeForce GT 220M,293,0.0
Radeon Vega 2 Athlon Silver 3050U,293,0.0
Radeon HD 2900 GT,292,0.0
GeForce 610M,292,0.0
IncrediblE HD 3000,291,0.0
GeForce 7800 GTX,291,71.6
Radeon HD 7470,289,81.37
Radeon HD 7450A,288,0.0
GeForce 7950 Xtreme,288,0.0
Intel HD P3000,287,0.0
GeForce GT 415M,286,0.0
Mobility Radeon HD 5165,284,0.0
Qualcomm Adreno 630 GPU,283,0.0
Radeon HD 2600 XT,283,159.0
GeForce GT 520M,282,29.95
Radeon HD 7480D,282,0.0
GeForce 9600 GS,282,0.0
GeForce GT 520MX,282,0.0
GeForce 9700M GTS,278,0.0
Radeon R5 235X,277,0.0
Radeon HD 6370M,276,0.0
NVS 4200M,272,399.0
GeForce Go 7900 GTX,270,0.0
GeForce 9650M GS,270,0.0
Radeon HD 8280G,270,0.0
Radeon HD 8400E,269,0.0
Radeon HD 5470,268,0.0
Radeon HD 7400G,267,0.0
Radeon HD 8330E,267,0.0
Mobility Radeon HD 550v,266,0.0
GeForce Go 7950 GTX,264,0.0
Radeon HD 8490,263,89.99
Radeon HD 8400,262,0.0
Radeon HD 8280,261,0.0
Radeon HD 6450A,260,0.0
Radeon HD 6480G,260,0.0
GeForce 510,260,69.99
Quadro FX 3500,260,68.98
GeForce 7900 GT,258,199.0
Radeon HD 8330,258,0.0
Intel HD 3000,256,945.0
GeForce 410M,255,0.0
Radeon HD 6370D,254,0.0
GeForce 7900 GS,254,0.0
Quadro NVS 510M,254,0.0
Radeon HD 8470,252,0.0
GeForce GT 415,251,0.0
Radeon HD 7640G + 8600M Dual,250,0.0
NVS 310,249,62.06
GeForce 7900 GT/GTO,247,0.0
CARRIZO 9874,247,0.0
GeForce 7800 GT,244,80.0
Quadro FX 5500,242,1999.0
Radeon R2,240,0.0
Radeon HD4650,240,152.9
Radeon HD 8240,239,0.0
Radeon HD 7640G + R5 M230 Dual,239,0.0
Radeon HD 6410D,238,0.0
Radeon HD 8280E,237,0.0
Mobility Radeon HD 5470,236,0.0
Quadro FX 4500 X2,236,0.0
